"","gene","subclass_label","class_label","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"226","FADS2","Astrocyte","Non-neuronal",1.11823351077111e-16,3.15727580174731,0.74,0.362,5.62258991550821e-12
"227","IQCA1","Astrocyte","Non-neuronal",1.12362555895816e-16,3.97179856581738,0.86,0.552,5.64970167299752e-12
"228","TP53BP2","Astrocyte","Non-neuronal",1.1663975190345e-16,3.79487051586069,0.6,0.203,5.86476336545735e-12
"229","INTU","Astrocyte","Non-neuronal",1.25713146479566e-16,2.61771255447517,0.9,0.62,6.32098271813906e-12
"230","AHNAK","Astrocyte","Non-neuronal",1.81933879628069e-16,2.70589590352748,0.78,0.479,9.14781740157894e-12
"231","ADHFE1","Astrocyte","Non-neuronal",1.88927341799044e-16,3.30444345962729,0.72,0.243,9.49945567299776e-12
"232","LHX2","Astrocyte","Non-neuronal",2.02321012488781e-16,3.6467451665104,0.6,0.122,1.01729028289484e-11
"233","CABLES1","Astrocyte","Non-neuronal",2.06537210264593e-16,2.92596550090388,0.86,0.565,1.0384897469314e-11
"234","RGL3","Astrocyte","Non-neuronal",2.52166174698698e-16,4.00613464964599,0.52,0.266,1.26791674300252e-11
"235","GRAMD1C","Astrocyte","Non-neuronal",2.6409115362527e-16,2.78666384117703,0.88,0.544,1.32787672954322e-11
"236","HES1","Astrocyte","Non-neuronal",2.80280745084113e-16,3.30140302161608,0.6,0.109,1.40927961435743e-11
"237","MT1G","Astrocyte","Non-neuronal",3.05013915853903e-16,4.95732464276766,0.36,0.05,1.53364047030501e-11
"238","PDK4","Astrocyte","Non-neuronal",3.92148947881054e-16,3.35715804099499,0.5,0.055,1.97176412484073e-11
"239","LOC101929418","Astrocyte","Non-neuronal",4.62439521708711e-16,4.05759508039668,0.66,0.407,2.32519215910357e-11
"240","FUT10","Astrocyte","Non-neuronal",5.1071774282613e-16,3.08980315411446,0.8,0.563,2.56793988270406e-11
"241","BMP7","Astrocyte","Non-neuronal",6.06523834145096e-16,2.93924325311841,0.7,0.217,3.04966249046496e-11
"242","RAB34","Astrocyte","Non-neuronal",7.45618386129074e-16,3.32242127776122,0.42,0.03,3.7490438072956e-11
"243","LOC105370966","Astrocyte","Non-neuronal",8.94826913709557e-16,3.47549120302061,0.58,0.312,4.49927920482302e-11
"244","LCAT","Astrocyte","Non-neuronal",1.14319263536512e-15,3.81450424186237,0.46,0.049,5.74808688987937e-11
"245","LOC105378763","Astrocyte","Non-neuronal",1.3012801193119e-15,3.36587606760299,0.76,0.289,6.54296656791218e-11
"246","LOC101927284","Astrocyte","Non-neuronal",1.44001270633769e-15,4.12820093287709,0.4,0.267,7.24052788873655e-11
"247","RNF182","Astrocyte","Non-neuronal",1.86751505287378e-15,4.25913392292045,0.54,0.103,9.39005243735465e-11
"248","LOC105379291","Astrocyte","Non-neuronal",1.95974778724124e-15,4.07146893561473,0.4,0.055,9.85380784902766e-11
"249","GAREML","Astrocyte","Non-neuronal",2.35570670304258e-15,3.81690168181537,0.52,0.206,1.18447288735684e-10
"250","HES5","Astrocyte","Non-neuronal",3.00589342454446e-15,3.85122370782862,0.38,0.023,1.5113932727952e-10
"251","SDC2","Astrocyte","Non-neuronal",3.00960155764342e-15,3.09938653338335,0.62,0.204,1.51325775919869e-10
"252","ACBD7","Astrocyte","Non-neuronal",3.29575183853032e-15,4.94914347945416,0.36,0.072,1.65713698193143e-10
"253","LRRC3B","Astrocyte","Non-neuronal",4.71279003126228e-15,3.3280154960579,0.74,0.364,2.36963795561899e-10
"254","PLEKHO2","Astrocyte","Non-neuronal",5.91817947018789e-15,3.99892621734555,0.46,0.11,2.97571981940517e-10
"255","AMOT","Astrocyte","Non-neuronal",6.13785392139101e-15,3.09847006588212,0.56,0.116,3.08617433021461e-10
"256","RHOBTB3","Astrocyte","Non-neuronal",7.61429799074451e-15,2.73333982456726,0.86,0.483,3.82854517272625e-10
"257","CSRP1","Astrocyte","Non-neuronal",7.66380759629614e-15,2.55829510440158,0.6,0.166,3.85343909749366e-10
"258","BCL6","Astrocyte","Non-neuronal",9.69088649307951e-15,2.78494628092992,0.72,0.233,4.87267463758531e-10
"259","FAM198A","Astrocyte","Non-neuronal",3.27304608773779e-14,3.28856467704835,0.64,0.202,1.64572030337544e-09
"260","SUCLG2-AS1","Astrocyte","Non-neuronal",3.69549119722669e-14,2.55257171540565,0.7,0.329,1.85812992887755e-09
"261","PRKCQ","Astrocyte","Non-neuronal",5.38809711191652e-14,2.80956257054575,0.82,0.515,2.70918910884274e-09
"262","SLC16A9","Astrocyte","Non-neuronal",5.59467349330924e-14,3.99662129201079,0.46,0.202,2.81305777917082e-09
"263","AHCYL1","Astrocyte","Non-neuronal",7.34518969647241e-14,2.59702776959093,0.9,0.537,3.69323483128329e-09
"264","ZMAT1","Astrocyte","Non-neuronal",8.11603499791475e-14,3.07362069343407,0.86,0.499,4.08082355730152e-09
"265","ID2","Astrocyte","Non-neuronal",1.21128683016289e-13,3.74739716836493,0.72,0.38,6.09047131074203e-09
"266","LOC105379070","Astrocyte","Non-neuronal",1.7544668020162e-13,3.98782047915095,0.4,0.055,8.82163452721764e-09
"267","LOC101928989","Astrocyte","Non-neuronal",2.40161088467676e-13,3.01671604549153,0.66,0.548,1.20755396892432e-08
"268","ATHL1","Astrocyte","Non-neuronal",2.51538231253052e-13,2.84309077533565,0.36,0.026,1.26475938056347e-08
"269","WIF1","Astrocyte","Non-neuronal",2.97692352152044e-13,3.54420583409555,0.62,0.163,1.49682691585569e-08
"270","ADD3-AS1","Astrocyte","Non-neuronal",3.03191580306791e-13,3.60475415243409,0.62,0.216,1.52447758494058e-08
"271","SLC13A5","Astrocyte","Non-neuronal",3.14910243903409e-13,4.41464451964675,0.48,0.114,1.58340019737073e-08
"272","MFAP3L","Astrocyte","Non-neuronal",3.37976707651137e-13,2.60351322220725,0.76,0.292,1.69938068374068e-08
"273","TUBB2B","Astrocyte","Non-neuronal",3.40338043076359e-13,3.57744362877704,0.54,0.292,1.71125371439224e-08
"274","LOC100289473","Astrocyte","Non-neuronal",4.22726206111714e-13,4.89334099769224,0.44,0.064,2.12550963695031e-08
"275","HHATL","Astrocyte","Non-neuronal",4.30818314683196e-13,2.71258316846017,0.6,0.208,2.16619756805858e-08
"276","PAQR6","Astrocyte","Non-neuronal",4.40496235011408e-13,3.86916611339401,0.44,0.055,2.21485911926086e-08
"277","C2orf72","Astrocyte","Non-neuronal",5.06805412196599e-13,2.77029644269389,0.78,0.405,2.54826829306572e-08
"278","LOC105375704","Astrocyte","Non-neuronal",5.30018447736176e-13,3.42344624291615,0.6,0.248,2.66498575706227e-08
"279","SMO","Astrocyte","Non-neuronal",5.66552322321029e-13,3.29831693775279,0.42,0.145,2.84868173186237e-08
"280","ALDH7A1","Astrocyte","Non-neuronal",5.76913534659359e-13,2.76695386687942,0.84,0.526,2.90077894362072e-08
"281","LINC01094","Astrocyte","Non-neuronal",6.32930705557858e-13,3.57275864998872,0.46,0.14,3.18243888061547e-08
"282","TTLL4","Astrocyte","Non-neuronal",8.60805220064527e-13,3.5401174900351,0.52,0.224,4.32821472700645e-08
"283","APC2","Astrocyte","Non-neuronal",1.05048077308866e-12,3.05503914026393,0.74,0.459,5.28192237516708e-08
"284","BCAR3","Astrocyte","Non-neuronal",1.09562915921203e-12,2.75815623723067,0.7,0.343,5.50893297543402e-08
"285","C7orf61","Astrocyte","Non-neuronal",1.52882914228873e-12,4.00197103791344,0.42,0.117,7.68710581034199e-08
"286","LOC100533711","Astrocyte","Non-neuronal",1.6135712971666e-12,4.10376889414882,0.44,0.064,8.11319783928336e-08
"287","METTL7A","Astrocyte","Non-neuronal",1.74102205519076e-12,2.80005235812003,0.58,0.167,8.75403299570465e-08
"288","ARHGEF10L","Astrocyte","Non-neuronal",2.30741973800557e-12,2.79752808081354,0.82,0.508,1.16019371846658e-07
"289","C8orf37-AS1","Astrocyte","Non-neuronal",2.81203374490678e-12,3.09479927683763,0.68,0.543,1.41391868727658e-07
"290","LINC00609","Astrocyte","Non-neuronal",3.1925250848649e-12,2.69229343710344,0.64,0.225,1.60523353792092e-07
"291","ADORA2B","Astrocyte","Non-neuronal",4.20477747176255e-12,3.73662627103195,0.48,0.177,2.11420416057693e-07
"292","WFS1","Astrocyte","Non-neuronal",4.5405430071295e-12,2.80026436876174,0.6,0.217,2.28303042941478e-07
"293","LOC101928007","Astrocyte","Non-neuronal",5.51955339584479e-12,3.93028827751906,0.46,0.096,2.77528664296472e-07
"294","IL17RB","Astrocyte","Non-neuronal",5.92654676193372e-12,3.93746660536195,0.52,0.155,2.97992697736789e-07
"295","SLC25A33","Astrocyte","Non-neuronal",6.60054312370288e-12,3.06187291966871,0.72,0.49,3.31881908802905e-07
"296","LOC105378107","Astrocyte","Non-neuronal",8.83479866848736e-12,3.92468400825794,0.52,0.247,4.44222511850213e-07
"297","NADK2","Astrocyte","Non-neuronal",9.00951891768451e-12,2.5219342431673,0.6,0.391,4.53007620700095e-07
"298","EFS","Astrocyte","Non-neuronal",1.14465781143254e-11,3.05660053219239,0.42,0.056,5.75545394166395e-07
"299","EML3","Astrocyte","Non-neuronal",1.29919121902003e-11,2.71590998137398,0.42,0.062,6.5324633683546e-07
"300","PLEKHA4","Astrocyte","Non-neuronal",2.33700347456467e-11,2.5628413367383,0.5,0.257,1.17506871704586e-06
"301","PHKG1","Astrocyte","Non-neuronal",2.63014784471606e-11,3.86344431580043,0.36,0.11,1.32246463780168e-06
"302","LOC105370983","Astrocyte","Non-neuronal",3.33241089735551e-11,2.78228054253221,0.72,0.566,1.67556952329932e-06
"303","ROBO3","Astrocyte","Non-neuronal",3.33897694748162e-11,2.56702578668185,0.56,0.134,1.67887099896323e-06
"304","CTSH","Astrocyte","Non-neuronal",3.65868471439408e-11,2.89511547810022,0.48,0.168,1.83962326124449e-06
"305","GPT2","Astrocyte","Non-neuronal",3.66404362703249e-11,2.82161382276868,0.74,0.444,1.84231777610821e-06
"306","ELOVL2","Astrocyte","Non-neuronal",3.98850035016421e-11,2.67676370011969,0.72,0.331,2.00545786106607e-06
"307","LOC105369166","Astrocyte","Non-neuronal",4.55467026407158e-11,3.64792738746816,0.7,0.437,2.29013375547783e-06
"308","KNOP1","Astrocyte","Non-neuronal",4.680241891566e-11,2.762323331934,0.62,0.308,2.3532724254983e-06
"309","LINC00707","Astrocyte","Non-neuronal",6.23360259295016e-11,4.90645531002008,0.46,0.189,3.13431771976127e-06
"310","PCAT29","Astrocyte","Non-neuronal",7.70688658821504e-11,4.01831436936912,0.36,0.145,3.8750996454204e-06
"311","MYBPC1","Astrocyte","Non-neuronal",8.14536402657405e-11,2.99396547830439,0.66,0.273,4.0955704862017e-06
"312","SLC6A11","Astrocyte","Non-neuronal",2.10673678688617e-10,2.80543022213178,0.6,0.221,1.05928832381423e-05
"313","SORBS3","Astrocyte","Non-neuronal",2.84331058145593e-10,3.1226468933376,0.54,0.17,1.42964499346185e-05
"314","FAT1","Astrocyte","Non-neuronal",2.9615340238978e-10,3.06292269707634,0.6,0.238,1.48908892255605e-05
"315","LOC101927040","Astrocyte","Non-neuronal",3.15270403333261e-10,3.35546530263913,0.38,0.18,1.58521111499997e-05
"316","MT1X","Astrocyte","Non-neuronal",3.17941489975626e-10,2.66538849749981,0.44,0.084,1.59864160574645e-05
"317","SMTN","Astrocyte","Non-neuronal",4.00345092155008e-10,3.57138743332875,0.44,0.151,2.0129751578646e-05
"318","KLKB1","Astrocyte","Non-neuronal",4.82900771302624e-10,2.97669235434237,0.48,0.164,2.42807336818672e-05
"319","FAM184A","Astrocyte","Non-neuronal",5.76319026263877e-10,2.55478405565508,0.9,0.656,2.8977896959574e-05
"320","TRPV3","Astrocyte","Non-neuronal",6.02011464564777e-10,2.98388784340567,0.58,0.292,3.02697384497816e-05
"321","ATP13A5","Astrocyte","Non-neuronal",7.72202765849971e-10,3.56117620735173,0.44,0.133,3.88271272697024e-05
"322","LOC102724802","Astrocyte","Non-neuronal",8.45313754521452e-10,2.64375232065754,0.68,0.368,4.25032208910931e-05
"323","CHRDL1","Astrocyte","Non-neuronal",8.56100085422073e-10,3.5263262302074,0.46,0.172,4.30455683951073e-05
"324","FREM2","Astrocyte","Non-neuronal",1.01406825369699e-09,2.64419711553503,0.6,0.254,5.09883658641383e-05
"325","LOC105371931","Astrocyte","Non-neuronal",1.04110516673237e-09,3.46386883385415,0.4,0.272,5.23478088884705e-05
"326","PLEKHB1","Astrocyte","Non-neuronal",1.31324308687473e-09,2.60523366229115,0.46,0.134,6.60311756511485e-05
"327","C1orf198","Astrocyte","Non-neuronal",1.57611753296698e-09,3.00284717656733,0.5,0.128,7.92487656751127e-05
"328","LINC00467","Astrocyte","Non-neuronal",1.81324843214648e-09,3.2608712104641,0.44,0.205,9.11719444167572e-05
"329","GYS2","Astrocyte","Non-neuronal",1.89065624935287e-09,4.04556477170889,0.48,0.231,9.50640868737119e-05
"330","GPR37L1","Astrocyte","Non-neuronal",1.89446154110212e-09,3.41178710088608,0.38,0.071,9.52554207481558e-05
"331","TOB1","Astrocyte","Non-neuronal",2.16298338269771e-09,3.28154288528355,0.46,0.24,0.000108756967465424
"332","PPP1R1B","Astrocyte","Non-neuronal",2.67571293824321e-09,3.59339808260035,0.38,0.127,0.000134537522247807
"333","GPC4","Astrocyte","Non-neuronal",2.87355190557587e-09,3.68027706618842,0.52,0.305,0.00014448506336426
"334","LINC01057","Astrocyte","Non-neuronal",3.32639692486493e-09,2.68314819428355,0.48,0.21,0.000167254563779133
"335","CASP7","Astrocyte","Non-neuronal",3.7563056659651e-09,3.69841405699727,0.4,0.083,0.000188870805190391
"336","ASRGL1","Astrocyte","Non-neuronal",5.30461996255288e-09,2.65074055557983,0.78,0.543,0.000266721596337121
"337","PRR5","Astrocyte","Non-neuronal",5.41387211824783e-09,2.52382739818515,0.6,0.244,0.000272214903977619
"338","ADGRB1","Astrocyte","Non-neuronal",7.37979605453025e-09,2.61468722161817,0.58,0.54,0.000371063525417835
"339","LGR4","Astrocyte","Non-neuronal",8.57146595099475e-09,2.65830255865455,0.74,0.478,0.000430981879481967
"340","ACSF2","Astrocyte","Non-neuronal",9.36489820966479e-09,3.48441133604605,0.4,0.122,0.000470876446880155
"341","LOC100507131","Astrocyte","Non-neuronal",9.72074932921679e-09,2.81904041524444,0.42,0.133,0.000488768997022349
"342","BCAT2","Astrocyte","Non-neuronal",1.18602480501434e-08,2.63177146869161,0.64,0.402,0.00059634513220926
"343","ACP6","Astrocyte","Non-neuronal",1.41024098496956e-08,2.56464714782829,0.56,0.268,0.000709083269652543
"344","GPAM","Astrocyte","Non-neuronal",1.45237053717378e-08,3.52475671369367,0.52,0.196,0.000730266429796347
"345","CAPN2","Astrocyte","Non-neuronal",1.45356987885045e-08,2.57047947803603,0.7,0.486,0.000730869470784796
"346","PAGR1","Astrocyte","Non-neuronal",1.84100308927712e-08,2.58307638882857,0.46,0.327,0.00092567476331943
"347","FGF2","Astrocyte","Non-neuronal",2.14879855575263e-08,2.56991176724314,0.6,0.3,0.00108043740181798
"348","SEMA4A","Astrocyte","Non-neuronal",2.43109273850837e-08,2.98130246476235,0.56,0.261,0.00122237773984939
"349","CASKIN1","Astrocyte","Non-neuronal",2.70990527376237e-08,3.51673222826254,0.5,0.289,0.00136256747070046
"350","PDE9A","Astrocyte","Non-neuronal",3.53369469842701e-08,2.5123682815277,0.68,0.394,0.00177677703131609
"351","BCO1","Astrocyte","Non-neuronal",3.74254488333338e-08,3.21117184073653,0.56,0.382,0.00188178899278886
"352","ANKRD9","Astrocyte","Non-neuronal",3.95494552782453e-08,3.00218923089091,0.42,0.123,0.00198858616084545
"353","MMP28","Astrocyte","Non-neuronal",4.59900368754897e-08,2.93609009829727,0.52,0.261,0.0023124250441365
"354","LOC100507487","Astrocyte","Non-neuronal",4.61197222964338e-08,2.9809230713307,0.56,0.287,0.00231894575678699
"355","LRP4-AS1","Astrocyte","Non-neuronal",5.22128972732833e-08,2.8077589035204,0.38,0.109,0.00262531668779796
"356","DKFZp686K1684","Astrocyte","Non-neuronal",6.29293709759324e-08,3.54101251507498,0.36,0.082,0.00316415170204086
"357","METRN","Astrocyte","Non-neuronal",7.74870278563928e-08,3.128516076106,0.38,0.093,0.00389612524764729
"358","ALOX12P2","Astrocyte","Non-neuronal",7.96733714769874e-08,2.71334112089441,0.7,0.457,0.0040060567912344
"359","DNAH7","Astrocyte","Non-neuronal",9.00465379987174e-08,2.61760801884154,0.84,0.618,0.00452762997711351
"360","LOC101927032","Astrocyte","Non-neuronal",9.70291280593758e-08,2.74413339412757,0.56,0.247,0.00487872158795347
"361","NTSR2","Astrocyte","Non-neuronal",1.26869726149085e-07,3.62723653577237,0.38,0.149,0.00637913670050213
"362","LOC105370172","Astrocyte","Non-neuronal",1.29387349023795e-07,3.17900405281657,0.42,0.21,0.00650572529626541
"363","PLCG1","Astrocyte","Non-neuronal",1.3088227825956e-07,3.04808988148813,0.6,0.304,0.00658089183316895
"364","ACOX2","Astrocyte","Non-neuronal",1.43347523607495e-07,3.10107204717055,0.42,0.12,0.00720765683450844
"365","SH2B1","Astrocyte","Non-neuronal",1.63868426745919e-07,2.62945666910077,0.62,0.595,0.00823946836521153
"366","DBI","Astrocyte","Non-neuronal",1.71700946426511e-07,3.16048310822946,0.5,0.26,0.00863329528727141
"367","LINC01550","Astrocyte","Non-neuronal",1.92881912500968e-07,2.68590711640933,0.4,0.106,0.00969829544246119
"368","IDH2","Astrocyte","Non-neuronal",1.97990384578894e-07,2.56208171784715,0.66,0.369,0.00995515452701136
"369","SEC14L2","Astrocyte","Non-neuronal",2.71253855433984e-07,2.9044883447544,0.58,0.317,0.0136389151050761
"370","KIAA1161","Astrocyte","Non-neuronal",3.0748728085041e-07,2.69431040854781,0.36,0.079,0.0154607679684395
"371","MRO","Astrocyte","Non-neuronal",3.16499980002259e-07,3.57968749969456,0.36,0.104,0.0159139354944936
"372","NR2E1","Astrocyte","Non-neuronal",3.45802514104525e-07,2.7971950644,0.38,0.109,0.0173872962116896
"373","MYH14","Astrocyte","Non-neuronal",3.9735145108525e-07,2.71792487338677,0.78,0.701,0.0199792283120175
"374","TMEM164","Astrocyte","Non-neuronal",4.28343708759668e-07,2.60247046503119,0.66,0.457,0.0215375500201449
"375","LOC105372633","Astrocyte","Non-neuronal",4.48713874178863e-07,2.53969537570104,0.38,0.1,0.0225617823075874
"376","CHST7","Astrocyte","Non-neuronal",4.72629191660505e-07,3.46311307836482,0.36,0.149,0.0237642683858819
"377","CNTFR","Astrocyte","Non-neuronal",4.82406454364346e-07,2.76566730690072,0.52,0.185,0.0242558789318937
"378","A2ML1","Astrocyte","Non-neuronal",4.83863326933852e-07,3.09057100545192,0.6,0.395,0.024329131941561
"379","AQP4-AS1","Astrocyte","Non-neuronal",5.14837819649599e-07,2.66970844186239,0.36,0.165,0.0258865604098015
"380","HHIPL1","Astrocyte","Non-neuronal",6.1998317936939e-07,2.58281778683764,0.54,0.241,0.0311733742418723
"381","DMPK","Astrocyte","Non-neuronal",6.7909089207984e-07,2.5021819858837,0.6,0.426,0.0341453691446664
"382","EPOR","Astrocyte","Non-neuronal",9.71039914965972e-07,3.3338952129356,0.38,0.115,0.048824857964404
"383","LOC102723323","Astrocyte","Non-neuronal",1.02258743693394e-06,3.14099788151484,0.38,0.21,0.0514167189164756
"384","LOC102723493","Astrocyte","Non-neuronal",1.09721035821956e-06,2.50542621686298,0.5,0.212,0.0551688340216376
"385","ERBB2","Astrocyte","Non-neuronal",1.33086755575065e-06,2.5207503317712,0.4,0.163,0.0669173515706987
"386","EFHC2","Astrocyte","Non-neuronal",1.4979389015197e-06,3.15875462061624,0.62,0.387,0.0753178659073118
"387","LOC101927400","Astrocyte","Non-neuronal",2.21168498226537e-06,2.96558362730688,0.36,0.401,0.111205732593285
"388","LINC01285","Astrocyte","Non-neuronal",2.42061201020559e-06,3.44986743514966,0.38,0.186,0.121710792485147
"389","RMST","Astrocyte","Non-neuronal",2.48438285193022e-06,2.51196106740605,0.46,0.203,0.124917254177903
"390","LOC102723418","Astrocyte","Non-neuronal",3.54668789226276e-06,3.54710394844309,0.52,0.265,0.178331013910864
"391","PLD2","Astrocyte","Non-neuronal",4.29636719694071e-06,3.30513411721886,0.42,0.189,0.216025639029376
"392","C19orf18","Astrocyte","Non-neuronal",5.24095083829327e-06,3.34325079815567,0.52,0.242,0.263520249100224
"393","LRRC8A","Astrocyte","Non-neuronal",7.73108340945724e-06,2.73048210112063,0.46,0.325,0.388726604910919
"394","LOC101927329","Astrocyte","Non-neuronal",8.00001351674619e-06,3.5462507080651,0.4,0.189,0.402248679635515
"395","LOC105379362","Astrocyte","Non-neuronal",1.09970330755432e-05,2.89342679563532,0.46,0.221,0.552941820071386
"396","SSPO","Astrocyte","Non-neuronal",1.16224813254913e-05,3.56355725778087,0.38,0.168,0.584389983527026
"397","TRPV1","Astrocyte","Non-neuronal",1.21501676320309e-05,2.53330225539875,0.66,0.463,0.610922578706145
"398","RGS9","Astrocyte","Non-neuronal",1.53846421032443e-05,2.9231549752477,0.48,0.397,0.773555189593225
"399","ANO8","Astrocyte","Non-neuronal",1.9438885196236e-05,2.71190459849736,0.38,0.202,0.977406586551941
"400","KIF24","Astrocyte","Non-neuronal",2.21557265380671e-05,2.55832814660569,0.52,0.419,1
"401","RHOB","Astrocyte","Non-neuronal",3.14736029605714e-05,2.93581680155046,0.44,0.249,1
"402","LOC105371742","Astrocyte","Non-neuronal",3.27822913158904e-05,2.93292137774268,0.38,0.178,1
"403","LOC105374505","Astrocyte","Non-neuronal",3.61755630100603e-05,3.62025917875337,0.46,0.323,1
"404","LOC105377904","Astrocyte","Non-neuronal",4.12363888525966e-05,2.89079224316317,0.44,0.253,1
"405","LOC171391","Astrocyte","Non-neuronal",7.55228101812456e-05,2.60518365718557,0.36,0.243,1
"406","FSTL3","Astrocyte","Non-neuronal",0.00011483342568361,2.60557118615137,0.36,0.26,1
"407","FAM227B","Astrocyte","Non-neuronal",0.000131209426320673,3.16593836440452,0.42,0.269,1
